Product Description,Brand Name,Liquer Volume,PACK SIZE,Category,Flavor,split_text
750ML  CHATEAU SICHEL BLANC SIRIUS,,,,,,"['750ML', 'CHATEAU', 'SICHEL', 'BLANC', 'SIRIUS']"
750ML  CHATEAU W PART ROSE CAMILLE L,,,,,,"['750ML', 'CHATEAU', 'W', 'PART', 'ROSE', 'CAMILLE', 'L']"
750ML  COTARELLA LE MACIOCHE BRUNLLO,,,,,,"['750ML', 'COTARELLA', 'LE', 'MACIOCHE', 'BRUNLLO']"
750ML  COTARELLA MERLOT SODALE,,,,,,"['750ML', 'COTARELLA', 'MERLOT', 'SODALE']"
750ML  CSM VINT SEL RIESLING,,,,,,"['750ML', 'CSM', 'VINT', 'SEL', 'RIESLING']"
750ML  CSW MERLOT VELVET DEVIL,,,,,,"['750ML', 'CSW', 'MERLOT', 'VELVET', 'DEVIL']"
750ML  DECOY DS MERLOT,,,,,,"['750ML', 'DECOY', 'DS', 'MERLOT']"
750ML  DI PADRINO SWEET VERMOUTH,,,,,,"['750ML', 'DI', 'PADRINO', 'SWEET', 'VERMOUTH']"
750ML  DISARONNO AMARETTO,,,,,,"['750ML', 'DISARONNO', 'AMARETTO']"
750ML  ECHO BAY SAUV BLANC,,,,,,"['750ML', 'ECHO', 'BAY', 'SAUV', 'BLANC']"
750ML  ENZO BOGLIETTI CHARD,,,,,,"['750ML', 'ENZO', 'BOGLIETTI', 'CHARD']"
750ML  ETUDE LYRIC PINOT NOIR,,,,,,"['750ML', 'ETUDE', 'LYRIC', 'PINOT', 'NOIR']"
750ML  FABLE ROOTS RED BLEND,,,,,,"['750ML', 'FABLE', 'ROOTS', 'RED', 'BLEND']"
750ML  FAR NIENTE CAB NAPA,,,,,,"['750ML', 'FAR', 'NIENTE', 'CAB', 'NAPA']"
750ML  FAR NIENTE SS CHARD,,,,,,"['750ML', 'FAR', 'NIENTE', 'SS', 'CHARD']"
750ML  FAR NIENTE SS CHARD REST,,,,,,"['750ML', 'FAR', 'NIENTE', 'SS', 'CHARD', 'REST']"
750ML  FINCA NUEVA WHITE VIURA,,,,,,"['750ML', 'FINCA', 'NUEVA', 'WHITE', 'VIURA']"
750ML  FLORIO SWEET MARSALA,,,,,,"['750ML', 'FLORIO', 'SWEET', 'MARSALA']"
750ML  HARMONY & SOUL CAB,,,,,,"['750ML', 'HARMONY', '&', 'SOUL', 'CAB']"
750ML  J CHRISTOPHER PINOT NOIR BASA,,,,,,"['750ML', 'J', 'CHRISTOPHER', 'PINOT', 'NOIR', 'BASA']"
750ML  J VINEYARDS TB SS CHARD CA,,,,,,"['750ML', 'J', 'VINEYARDS', 'TB', 'SS', 'CHARD', 'CA']"
750ML  JADOT BMV ROSE,,,,,,"['750ML', 'JADOT', 'BMV', 'ROSE']"
750ML  JOSEPH CARTRON VIOLET,,,,,,"['750ML', 'JOSEPH', 'CARTRON', 'VIOLET']"
750ML  MAD HATTER RED WINE NAPA,,,,,,"['750ML', 'MAD', 'HATTER', 'RED', 'WINE', 'NAPA']"
750ML  MASCHIO PROSECCO BRUT NEW UPC,,,,,,"['750ML', 'MASCHIO', 'PROSECCO', 'BRUT', 'NEW', 'UPC']"
750ML  MASI SS MASIANCO,,,,,,"['750ML', 'MASI', 'SS', 'MASIANCO']"
750ML  MATHILDE CHAPO ROSE,,,,,,"['750ML', 'MATHILDE', 'CHAPO', 'ROSE']"
750ML  MAVERICK RNCH SS CAB PASO ROB,,,,,,"['750ML', 'MAVERICK', 'RNCH', 'SS', 'CAB', 'PASO', 'ROB']"
750ML  MEIER DESSERTS SHERRY 22,,,,,,"['750ML', 'MEIER', 'DESSERTS', 'SHERRY', '22']"
750ML  MERANDA-NIXON SS CATAWBA SPAR,,,,,,"['750ML', 'MERANDA-NIXON', 'SS', 'CATAWBA', 'SPAR']"
750ML  NICKEL&NICKEL CAB BEAR TRACK,,,,,,"['750ML', 'NICKEL&NICKEL', 'CAB', 'BEAR', 'TRACK']"
750ML  NICKEL&NICKEL SS CHARD TRUCHA,,,,,,"['750ML', 'NICKEL&NICKEL', 'SS', 'CHARD', 'TRUCHA']"
750ML  NORTON MALBEC BRITTO,,,,,,"['750ML', 'NORTON', 'MALBEC', 'BRITTO']"
750ML  OBERON SS CAB,,,,,,"['750ML', 'OBERON', 'SS', 'CAB']"
750ML  ORIN SWIFT MANNEQUIN,,,,,,"['750ML', 'ORIN', 'SWIFT', 'MANNEQUIN']"
750ML  OVERTURE RED NAPA,,,,,,"['750ML', 'OVERTURE', 'RED', 'NAPA']"
750ML  PALLADINO BAROLO SERRALUNGA 2,,,,,,"['750ML', 'PALLADINO', 'BAROLO', 'SERRALUNGA', '2']"
750ML  POL CLEMENT BRUT FRENCH SPARK,,,,,,"['750ML', 'POL', 'CLEMENT', 'BRUT', 'FRENCH', 'SPARK']"
750ML  QUINTARA CHARD,,,,,,"['750ML', 'QUINTARA', 'CHARD']"
750ML  REGALEALI CATARRATO,,,,,,"['750ML', 'REGALEALI', 'CATARRATO']"
750ML  REGALEALI NOZZE D'ORO,,,,,,"['750ML', 'REGALEALI', 'NOZZE', ""D'ORO""]"
750ML  REGALEALI ROSSO DEL CONTE,,,,,,"['750ML', 'REGALEALI', 'ROSSO', 'DEL', 'CONTE']"
750ML  RISATA SS MOSCATO D'ASTI,,,,,,"['750ML', 'RISATA', 'SS', 'MOSCATO', ""D'ASTI""]"
750ML  RISATA SS MOSCATO D'ASTI 6PK,,,,,,"['750ML', 'RISATA', 'SS', 'MOSCATO', ""D'ASTI"", '6PK']"
750ML  ROUND POND SS SAUV BLANC RUTH,,,,,,"['750ML', 'ROUND', 'POND', 'SS', 'SAUV', 'BLANC', 'RUTH']"
750ML  RYANS ORIGINAL CREAM,,,,,,"['750ML', 'RYANS', 'ORIGINAL', 'CREAM']"
750ML  SAN POLO TRIN RUBIO,,,,,,"['750ML', 'SAN', 'POLO', 'TRIN', 'RUBIO']"
750ML  SASSOREGALE SANGIOVESE     SA,,,,,,"['750ML', 'SASSOREGALE', 'SANGIOVESE', 'SA']"
750ML  SILVER GATE SS CAB,SILVER GATE,750ML,,,CABERNET,"['750ML', 'SILVER', 'GATE', 'SS', 'CAB']"
750ML  SILVER GATE SS PINOT GRIGIO,SILVER GATE,750ML,,,PINOT GRIGIO,"['750ML', 'SILVER', 'GATE', 'SS', 'PINOT', 'GRIGIO']"
750ML  SIRENA MARE ROSE,,,,,,"['750ML', 'SIRENA', 'MARE', 'ROSE']"
750ML  ST HUBERTS RED BLEND THE STAG,,,,,,"['750ML', 'ST', 'HUBERTS', 'RED', 'BLEND', 'THE', 'STAG']"
750ML  STONE CELLARS CHEF SS CAB,,,,,,"['750ML', 'STONE', 'CELLARS', 'CHEF', 'SS', 'CAB']"
750ML  STONE CELLARS MERLOT NEW UPC,,,,,,"['750ML', 'STONE', 'CELLARS', 'MERLOT', 'NEW', 'UPC']"
750ML  STONE CELLARS PINOT NOIR,,,,,,"['750ML', 'STONE', 'CELLARS', 'PINOT', 'NOIR']"
750ML  STONE CELLARS SAUV BLANC,,,,,,"['750ML', 'STONE', 'CELLARS', 'SAUV', 'BLANC']"
750ML  TAKEN CHARD,,,,,,"['750ML', 'TAKEN', 'CHARD']"
750ML  TERRA D'ORO PORT ZIN,,,,,,"['750ML', 'TERRA', ""D'ORO"", 'PORT', 'ZIN']"
750ML  THREE BY WADE ROSE,,,,,,"['750ML', 'THREE', 'BY', 'WADE', 'ROSE']"
750ML  THREE THIEVES CAB,,,,,,"['750ML', 'THREE', 'THIEVES', 'CAB']"
750ML  THREE THIEVES CHARD,,,,,,"['750ML', 'THREE', 'THIEVES', 'CHARD']"
750ML  THREE THIEVES PINOT GRIGIO,,,,,,"['750ML', 'THREE', 'THIEVES', 'PINOT', 'GRIGIO']"
750ML  TRES AGAVES NECTAR,,,,,,"['750ML', 'TRES', 'AGAVES', 'NECTAR']"
750ML  UNSHACKLED SAUV BLANC,,,,,,"['750ML', 'UNSHACKLED', 'SAUV', 'BLANC']"
750ML  VILLA SANDI PINOT GRIGIO,,,,,,"['750ML', 'VILLA', 'SANDI', 'PINOT', 'GRIGIO']"
750ML  VILLA SANDI PROSECCO IL FRESC,,,,,,"['750ML', 'VILLA', 'SANDI', 'PROSECCO', 'IL', 'FRESC']"
750ML  VIN 21 SAUV BLANC,,,,,,"['750ML', 'VIN', '21', 'SAUV', 'BLANC']"
750ML  VINO PINOT GRIGIO,,,,,,"['750ML', 'VINO', 'PINOT', 'GRIGIO']"
750ML DON JULIO TEQ B,,,,,,"['750ML', 'DON', 'JULIO', 'TEQ', 'B']"
7stills handle,,,,,,"['7stills', 'handle']"
7STILLS IPA 5 GAL,,,,,,"['7STILLS', 'IPA', '5', 'GAL']"
7STILLS IPA 6/PK CAN,,,,,,"['7STILLS', 'IPA', '6/PK', 'CAN']"
818 TEQ ANEJO 80 750ML,,,,,,"['818', 'TEQ', 'ANEJO', '80', '750ML']"
818 TEQ REPOSADO 80 750ML,,,,,,"['818', 'TEQ', 'REPOSADO', '80', '750ML']"
84 prosecco,,,,,,"['84', 'prosecco']"
abelour,,,,,,['abelour']
Aberfeldy 12yr Scotch,,,,,,"['Aberfeldy', '12yr', 'Scotch']"
Aberlour 12yr,,,,,,"['Aberlour', '12yr']"
ABIT AMBER K 1/4BBL SLIM,,,,,,"['ABIT', 'AMBER', 'K', '1/4BBL', 'SLIM']"
ABIT STRW LGR K 1/4BBL SLIM,,,,,,"['ABIT', 'STRW', 'LGR', 'K', '1/4BBL', 'SLIM']"
ABITA LIGHT 4/6PK,,,,,,"['ABITA', 'LIGHT', '4/6PK']"
Abita Purple Haze,,,,,,"['Abita', 'Purple', 'Haze']"
ACHAVAL FERRER IKELLA MALBEC +14,,,,,,"['ACHAVAL', 'FERRER', 'IKELLA', 'MALBEC', '+14']"
AAA-ADMIN COUNTY TAX,,,,,,"['AAA-ADMIN', 'COUNTY', 'TAX']"
AB 1/6 bbl Return,,,,,,"['AB', '1/6', 'bbl', 'Return']"
AB 50 EMPTY 1/2 BBL,,,,,,"['AB', '50', 'EMPTY', '1/2', 'BBL']"
AB 50 EMPTY 1/6 BBL,,,,,,"['AB', '50', 'EMPTY', '1/6', 'BBL']"
AB 50 EMPTY SLIM 1/4 BBL,,,,,,"['AB', '50', 'EMPTY', 'SLIM', '1/4', 'BBL']"
Acqua Panna Natural Spring Water,,,,,,"['Acqua', 'Panna', 'Natural', 'Spring', 'Water']"
Admiral Nelson Silver Rum,,,,,,"['Admiral', 'Nelson', 'Silver', 'Rum']"
ADOBE ROAD AST(RDLN/APEX/24/SHIFT) 750ML,,,,,,"['ADOBE', 'ROAD', 'AST(RDLN/APEX/24/SHIFT)', '750ML']"
ADOBE ROAD SAUV BL BAVARIAN LION19 750ML,,,,,,"['ADOBE', 'ROAD', 'SAUV', 'BL', 'BAVARIAN', 'LION19', '750ML']"
Agavero Tequila Liqueur,,,,,,"['Agavero', 'Tequila', 'Liqueur']"
AGUAMALA BOTETE LAGER 20LT,,,,,,"['AGUAMALA', 'BOTETE', 'LAGER', '20LT']"
Albino Stout 1/6 barrel,,,,,,"['Albino', 'Stout', '1/6', 'barrel']"
ALEX VLY MERLOT 12PK,,,,,,"['ALEX', 'VLY', 'MERLOT', '12PK']"
Alexander Valley Vineyards Estate Syrah 2018 12/750ml,,,,,,"['Alexander', 'Valley', 'Vineyards', 'Estate', 'Syrah', '2018', '12/750ml']"
Alexander Valley Vineyards Sin Zin Zinfandel,,,,,,"['Alexander', 'Valley', 'Vineyards', 'Sin', 'Zin', 'Zinfandel']"
ALIAS STRT RYE WHSKY 6PK,,,,,,"['ALIAS', 'STRT', 'RYE', 'WHSKY', '6PK']"
ALLAGASH K-5.16 GAL SB WHITE,,,,,,"['ALLAGASH', 'K-5.16', 'GAL', 'SB', 'WHITE']"
Allagash White,,,,,,"['Allagash', 'White']"
ALLAGASH WHITE 1/6 BBL,,,,,,"['ALLAGASH', 'WHITE', '1/6', 'BBL']"
ALLAGASH WHITE 1/6BBL,,,,,,"['ALLAGASH', 'WHITE', '1/6BBL']"
ALLURE PEACH MOSCATO 24PK,,,,,,"['ALLURE', 'PEACH', 'MOSCATO', '24PK']"
ALMANAC BOOST COFFEE STOUT 5.2G KEG,,,,,,"['ALMANAC', 'BOOST', 'COFFEE', 'STOUT', '5.2G', 'KEG']"
ALMANAC CRYPTA CITRA HAZY DIPA KEG,,,,,,"['ALMANAC', 'CRYPTA', 'CITRA', 'HAZY', 'DIPA', 'KEG']"
ALMANAC FLOW WEST COAST PALE ALE KEG,,,,,,"['ALMANAC', 'FLOW', 'WEST', 'COAST', 'PALE', 'ALE', 'KEG']"
ALMANAC LOVE HAZY IPA KEG,,,,,,"['ALMANAC', 'LOVE', 'HAZY', 'IPA', 'KEG']"
ALT KOLSCH 4/6 CAN 12OZ,,,,,,"['ALT', 'KOLSCH', '4/6', 'CAN', '12OZ']"
ALTSTADT HEFEWEIZEN 1/6 BBL,,,,,,"['ALTSTADT', 'HEFEWEIZEN', '1/6', 'BBL']"
AMADOR DOUBLE BARR CHARDONNAY,,,,,,"['AMADOR', 'DOUBLE', 'BARR', 'CHARDONNAY']"
AMB HOP RAIN DROP IPA 16OZ CAN 6 X 4PK,,,,,,"['AMB', 'HOP', 'RAIN', 'DROP', 'IPA', '16OZ', 'CAN', '6', 'X', '4PK']"
American Amber Ale 1/6 BBL,,,,,,"['American', 'Amber', 'Ale', '1/6', 'BBL']"
"American India Pale Ale, 7%ABV",,,,,,"['American', 'India', 'Pale', 'Ale,', '7%ABV']"
"American Pale Ale, 5.3%ABV",,,,,,"['American', 'Pale', 'Ale,', '5.3%ABV']"
Amor Artis:(1) AA_1/2 bbl_Cruisin' Down the Street in my 64,,,,,,"['Amor', 'Artis:(1)', 'AA_1/2', ""bbl_Cruisin'"", 'Down', 'the', 'Street', 'in', 'my', '64']"
Amor Artis:(1) AA_1/6 bbl_Cruisin' Down the Street in my 64,,,,,,"['Amor', 'Artis:(1)', 'AA_1/6', ""bbl_Cruisin'"", 'Down', 'the', 'Street', 'in', 'my', '64']"
Amor Artis:(1) AA_1/6 bbl_Joe Roggenbock,,,,,,"['Amor', 'Artis:(1)', 'AA_1/6', 'bbl_Joe', 'Roggenbock']"
Amor Artis:(1) AA_1/6 bbl_Slightly Strawberry,,,,,,"['Amor', 'Artis:(1)', 'AA_1/6', 'bbl_Slightly', 'Strawberry']"
Anakota Cabernet Sauvignon,,,,,,"['Anakota', 'Cabernet', 'Sauvignon']"
Ancho Reyes Verde Poblano Chile Liqueur,,,,,,"['Ancho', 'Reyes', 'Verde', 'Poblano', 'Chile', 'Liqueur']"
Anchor Steam,,,,,,"['Anchor', 'Steam']"
Anchor Steam 1/2 BBL,,,,,,"['Anchor', 'Steam', '1/2', 'BBL']"
Anciano Tempranillo Reserva 5-Year '14,,,,,,"['Anciano', 'Tempranillo', 'Reserva', '5-Year', ""'14""]"
Ancient Peaks Renegade Red,,,,,,"['Ancient', 'Peaks', 'Renegade', 'Red']"
Ancient Peaks Zinfandel,,,,,,"['Ancient', 'Peaks', 'Zinfandel']"
ANDECHS FESTBIER SPEZIAL HELL 50L,,,,,,"['ANDECHS', 'FESTBIER', 'SPEZIAL', 'HELL', '50L']"
ANDER VALL DFT WTRMLN 1/6,,,,,,"['ANDER', 'VALL', 'DFT', 'WTRMLN', '1/6']"
ANDERSON VALLEY CERVEZA CREMA NITRO 5.17,,,,,,"['ANDERSON', 'VALLEY', 'CERVEZA', 'CREMA', 'NITRO', '5.17']"
ANDERSON VALLEY DIPA 5.17,,,,,,"['ANDERSON', 'VALLEY', 'DIPA', '5.17']"
Anderson Valley Summer Solstice 1/6 BBL,,,,,,"['Anderson', 'Valley', 'Summer', 'Solstice', '1/6', 'BBL']"
ANDERSON VALLEY TROPICAL HAZY SOUR 5.17,,,,,,"['ANDERSON', 'VALLEY', 'TROPICAL', 'HAZY', 'SOUR', '5.17']"
Anejo,,,,,,['Anejo']
ANGEL ENVY RYE,,,,,,"['ANGEL', 'ENVY', 'RYE']"
angele envy rye,,,,,,"['angele', 'envy', 'rye']"
ANGELINE CA CHARD 2020,,,,,,"['ANGELINE', 'CA', 'CHARD', '2020']"
angels envy,,,,,,"['angels', 'envy']"
ANGELS ENVY BBN 6P   750ML,ANGELS ENVY,750ML,6,,,"['ANGELS', 'ENVY', 'BBN', '6P', '750ML']"
ANGELS ENVY BOURBON 750ML,ANGELS ENVY,750ML,6,,BOURBON,"['ANGELS', 'ENVY', 'BOURBON', '750ML']"
Angels Envy Port Barrel Finish Kentucky Bourbon Whiskey,ANGELS ENVY,,,,BOURBON,"['Angels', 'Envy', 'Port', 'Barrel', 'Finish', 'Kentucky', 'Bourbon', 'Whiskey']"
ANGELS ENVY RYE,ANGELS ENVY,,,,RYE,"['ANGELS', 'ENVY', 'RYE']"
Angels Envy Rye Whiskey,ANGELS ENVY,,,,RYE,"['Angels', 'Envy', 'Rye', 'Whiskey']"
ANGELS ENVY RYE WHISKEY 750ML,ANGELS ENVY,750ML,,,RYE,"['ANGELS', 'ENVY', 'RYE', 'WHISKEY', '750ML']"
Anjeo,,,,,,['Anjeo']
Ansac VS Cognac,,,,,,"['Ansac', 'VS', 'Cognac']"
Anterra Pinot Grigio,,,,,,"['Anterra', 'Pinot', 'Grigio']"
Antinori Peppoli Chianti Classico,,,,,,"['Antinori', 'Peppoli', 'Chianti', 'Classico']"
Aperitivo,,,,,,['Aperitivo']
Apertivo,,,,,,['Apertivo']
APEX RED BLEND,,,,,,"['APEX', 'RED', 'BLEND']"
Aquinas Cabernet Sauvignon,,,,,,"['Aquinas', 'Cabernet', 'Sauvignon']"
Arancio Cabernet Sauvignon,,,,,,"['Arancio', 'Cabernet', 'Sauvignon']"
Argyle Brut,,,,,,"['Argyle', 'Brut']"
ARISTOCRAT BLEND 80 1L,,,,,,"['ARISTOCRAT', 'BLEND', '80', '1L']"
Aristocrat Gin,,,,,,"['Aristocrat', 'Gin']"
Aristocrat Vodka,,,,,,"['Aristocrat', 'Vodka']"
Aristocrat White Rum,,,,,,"['Aristocrat', 'White', 'Rum']"
ARKANSAS BLACK APPLEJACK 98 750ML,,,,,,"['ARKANSAS', 'BLACK', 'APPLEJACK', '98', '750ML']"
Armored Cow Shake That Axe American Lager 1/6 Keg,,,,,,"['Armored', 'Cow', 'Shake', 'That', 'Axe', 'American', 'Lager', '1/6', 'Keg']"
ARROW AMARETTO 30,,,,,,"['ARROW', 'AMARETTO', '30']"
Arrow Cacao White,,,,,,"['Arrow', 'Cacao', 'White']"
ARROW CINN SUPER SCH 100 12X10 PET,,,,,,"['ARROW', 'CINN', 'SUPER', 'SCH', '100', '12X10', 'PET']"
Arrow Creme De Banana,ARROW,,,,CREME DE BANANA,"['Arrow', 'Creme', 'De', 'Banana']"
Arrow Curacao Blue,ARROW,1L,,,BLUE CURACAO,"['Arrow', 'Curacao', 'Blue']"
ARROW CURACAO BLUE LITER,,,,,,"['ARROW', 'CURACAO', 'BLUE', 'LITER']"
Arrow Peach Schnapps,,,,,,"['Arrow', 'Peach', 'Schnapps']"
Arrow Triple Sec Liqueur 30Pf 12/1L,,,,,,"['Arrow', 'Triple', 'Sec', 'Liqueur', '30Pf', '12/1L']"
AS NUT BROWN K 1/6BBL,,,,,,"['AS', 'NUT', 'BROWN', 'K', '1/6BBL']"
Asahi Super Dry,,,,,,"['Asahi', 'Super', 'Dry']"
Asombroso Tequila Reposado,,,,,,"['Asombroso', 'Tequila', 'Reposado']"
Asombroso Tequila Silver,,,,,,"['Asombroso', 'Tequila', 'Silver']"
ASTRAL TEQ BL 6B 750ML,,,,,,"['ASTRAL', 'TEQ', 'BL', '6B', '750ML']"
ASTRAL TEQUILA BLANCO 80 750ML,,,,,,"['ASTRAL', 'TEQUILA', 'BLANCO', '80', '750ML']"
ASW RESURGENS RYE WHISKEY 6/750,,,,,,"['ASW', 'RESURGENS', 'RYE', 'WHISKEY', '6/750']"
ATH FREE WAVE HAZY CAN 4/6/12 OZ,,,,,,"['ATH', 'FREE', 'WAVE', 'HAZY', 'CAN', '4/6/12', 'OZ']"
Athletic Seasonal,,,,,,"['Athletic', 'Seasonal']"
Athletic Upside Dawn,,,,,,"['Athletic', 'Upside', 'Dawn']"
Atlas Peak Cabernet Sauvignon *NAPA VALLEY*,,,,,,"['Atlas', 'Peak', 'Cabernet', 'Sauvignon', '*NAPA', 'VALLEY*']"
Au Contraire Pinot Noir,,,,,,"['Au', 'Contraire', 'Pinot', 'Noir']"
Augusta Peach Wheat,,,,,,"['Augusta', 'Peach', 'Wheat']"
Austin Beerworks Fire Eagle IPA,,,,,,"['Austin', 'Beerworks', 'Fire', 'Eagle', 'IPA']"
AUSTIN BRWRKS FIRE EAGLE CN 6PK,,,,,,"['AUSTIN', 'BRWRKS', 'FIRE', 'EAGLE', 'CN', '6PK']"
Austin Cabernet Sauvignon 'Barrel Series',,,,,,"['Austin', 'Cabernet', 'Sauvignon', ""'Barrel"", ""Series'""]"
AUSTIN COCKTAILS   RUBY RED  200M,,,,,,"['AUSTIN', 'COCKTAILS', 'RUBY', 'RED', '200M']"
AUSTIN COCKTAILS CANS   CUCUMBER MOJITO 4PK-25  LT,,,,,,"['AUSTIN', 'COCKTAILS', 'CANS', 'CUCUMBER', 'MOJITO', '4PK-25', 'LT']"
AUSTIN COCKTAILS CANS   FRED'S RUBY RED 4PK-25  LT,,,,,,"['AUSTIN', 'COCKTAILS', 'CANS', ""FRED'S"", 'RUBY', 'RED', '4PK-25', 'LT']"
AUSTIN COCKTAILS CANS   ORANGE MARG. 4PK-250ML  LT,,,,,,"['AUSTIN', 'COCKTAILS', 'CANS', 'ORANGE', 'MARG.', '4PK-250ML', 'LT']"
AUSTIN EASTCIDERS BLOOD ORANGE 1/6 BBL,,,,,,"['AUSTIN', 'EASTCIDERS', 'BLOOD', 'ORANGE', '1/6', 'BBL']"
Austin Eastciders Original Dry Cider,,,,,,"['Austin', 'Eastciders', 'Original', 'Dry', 'Cider']"
AUSTIN EASTCIDERS PASSION FRUIT 1/6 BBL,,,,,,"['AUSTIN', 'EASTCIDERS', 'PASSION', 'FRUIT', '1/6', 'BBL']"
Austin Hope Cabernet [ONP],,,,,,"['Austin', 'Hope', 'Cabernet', '[ONP]']"
Austin Hope Cabernet Sauvignon [ONP],,,,,,"['Austin', 'Hope', 'Cabernet', 'Sauvignon', '[ONP]']"
Austin Hope Troublemaker Blend 2,,,,,,"['Austin', 'Hope', 'Troublemaker', 'Blend', '2']"
Avalon Cabernet Sauvignon,,,,,,"['Avalon', 'Cabernet', 'Sauvignon']"
Avalon California Series California Cabernet Sauvignon 12/750ml,,,,,,"['Avalon', 'California', 'Series', 'California', 'Cabernet', 'Sauvignon', '12/750ml']"
AVALON LODI CAB,,,,,,"['AVALON', 'LODI', 'CAB']"
AVALON NAPA CAB NL,,,,,,"['AVALON', 'NAPA', 'CAB', 'NL']"
Avery White Rascal,,,,,,"['Avery', 'White', 'Rascal']"
Avery White Rascal 1/2 BBL,,,,,,"['Avery', 'White', 'Rascal', '1/2', 'BBL']"
AVERY WT RASCAL CAN 2/12PK 12Z,,,,,,"['AVERY', 'WT', 'RASCAL', 'CAN', '2/12PK', '12Z']"
AVIATOR BLACK MAMBA STOUT 16OZ CAN 6 X 4PK,,,,,,"['AVIATOR', 'BLACK', 'MAMBA', 'STOUT', '16OZ', 'CAN', '6', 'X', '4PK']"
Avignonesi Rosso Di Montepulciano,,,,,,"['Avignonesi', 'Rosso', 'Di', 'Montepulciano']"
,,,,,,
Avondale Spring Street Saison,,,,,,"['Avondale', 'Spring', 'Street', 'Saison']"
AXE AND THE OAK BBN WHSKY 6PK,,,,,,"['AXE', 'AND', 'THE', 'OAK', 'BBN', 'WHSKY', '6PK']"
AXE AND THE OAK CITRA GIN 6PK,,,,,,"['AXE', 'AND', 'THE', 'OAK', 'CITRA', 'GIN', '6PK']"
AXE AND THE OAK RYE WHSKY 6PK,,,,,,"['AXE', 'AND', 'THE', 'OAK', 'RYE', 'WHSKY', '6PK']"
AXEL RED BLEND,,,,,,"['AXEL', 'RED', 'BLEND']"
Ayala Champagne Brut Majeur Champagne Blend 12/750ml,,,,,,"['Ayala', 'Champagne', 'Brut', 'Majeur', 'Champagne', 'Blend', '12/750ml']"
B and B Liqueur,,,,,,"['B', 'and', 'B', 'Liqueur']"
B NEKTAR SUNRISE BAY 5.17,,,,,,"['B', 'NEKTAR', 'SUNRISE', 'BAY', '5.17']"
B NEKTAR ZOMBIE KILLER 5.17,,,,,,"['B', 'NEKTAR', 'ZOMBIE', 'KILLER', '5.17']"
B STORM BRO MO 6/4/16 CAN,,,,,,"['B', 'STORM', 'BRO', 'MO', '6/4/16', 'CAN']"
B STORM WAVEMK 6/4/16 CAN,,,,,,"['B', 'STORM', 'WAVEMK', '6/4/16', 'CAN']"
B-LIV CABERNET SAUGIVNON 20 750.000 ML,,,,,,"['B-LIV', 'CABERNET', 'SAUGIVNON', '20', '750.000', 'ML']"
B-LIV ROSE 21 750.000 ML,,,,,,"['B-LIV', 'ROSE', '21', '750.000', 'ML']"
b&b  dom,,,,,,"['b&b', 'dom']"
BA ROSE 1/6 BBL,,,,,,"['BA', 'ROSE', '1/6', 'BBL']"
Babe Grigio with Bubbles,,,,,,"['Babe', 'Grigio', 'with', 'Bubbles']"
Babe Rose with Bubbles,,,,,,"['Babe', 'Rose', 'with', 'Bubbles']"
Back Forty Freckle Belly IPA,,,,,,"['Back', 'Forty', 'Freckle', 'Belly', 'IPA']"
Back Forty Truck Stop Honey Brown Ale 1/6 BBL,,,,,,"['Back', 'Forty', 'Truck', 'Stop', 'Honey', 'Brown', 'Ale', '1/6', 'BBL']"
BACKSPIN HAZY IPA - CASE 6 4 X 16OZ CANS,,,,,,"['BACKSPIN', 'HAZY', 'IPA', '-', 'CASE', '6', '4', 'X', '16OZ', 'CANS']"
Balcones Baby Blue Whiskey,,,,,,"['Balcones', 'Baby', 'Blue', 'Whiskey']"
Balcones Texas Rye,,,,,,"['Balcones', 'Texas', 'Rye']"
Banfi Chianti Superiore,,,,,,"['Banfi', 'Chianti', 'Superiore']"
Banfi Le Rime Pinot Grigio,,,,,,"['Banfi', 'Le', 'Rime', 'Pinot', 'Grigio']"
BANFI SAN ANGELO P GRIGIO WINEMAKERS ED,,,,,,"['BANFI', 'SAN', 'ANGELO', 'P', 'GRIGIO', 'WINEMAKERS', 'ED']"
BANFI SAN ANGELO WNMKRS P GRIG,,,,,,"['BANFI', 'SAN', 'ANGELO', 'WNMKRS', 'P', 'GRIG']"
Bang Blue Razz,,,,,,"['Bang', 'Blue', 'Razz']"
Bang Cotton Candy,,,,,,"['Bang', 'Cotton', 'Candy']"
Bang Star Blast,,,,,,"['Bang', 'Star', 'Blast']"
BANHEZ ENSEMBLE MEZCAL 12/L,,,,,,"['BANHEZ', 'ENSEMBLE', 'MEZCAL', '12/L']"
BANHEZ JOVEN ESPADIN  BARRIL,,,,,,"['BANHEZ', 'JOVEN', 'ESPADIN', 'BARRIL']"
BANNER NATURAL VODKA  750M,,,,,,"['BANNER', 'NATURAL', 'VODKA', '750M']"
BANSHEE MORDECAI RED 18 750ML,,,,,,"['BANSHEE', 'MORDECAI', 'RED', '18', '750ML']"
BANSHEE PINOT NOIR KEG 19.5LT,,,,,,"['BANSHEE', 'PINOT', 'NOIR', 'KEG', '19.5LT']"
BARDSTOWN FUSION BBN 6PK,,,,,,"['BARDSTOWN', 'FUSION', 'BBN', '6PK']"
BARENJAGER HONEY,,,,,,"['BARENJAGER', 'HONEY']"
BARKAN CLASSIC CABERNET SAUVIGNON 375.000 ML,,,,,,"['BARKAN', 'CLASSIC', 'CABERNET', 'SAUVIGNON', '375.000', 'ML']"
